19.409441,-99.183902,022.50
19.409439,-99.183902,022.50
19.409427,-99.183586,045.00
19.409661,-99.18316,022.50
19.410062,-99.182896,022.50
19.410066,-99.182888,022.50
19.410066,-99.182882,022.50
19.410305,-99.182762,022.50
19.411077,-99.182222,022.50
19.41099,-99.181508,067.50
19.410865,-99.181313,022.50
19.410649,-99.180891,067.50
19.410259,-99.180121,067.50
19.40976,-99.17923,067.50
19.409329,-99.179254,090.00
19.408867,-99.179426,090.00
19.40881,-99.179472,022.50
19.409131,-99.179674,157.50
19.409588,-99.179593,022.50
19.409608,-99.179585,022.50
19.409617,-99.179587,022.50
19.409901,-99.179413,022.50
19.409603,-99.178727,067.50
19.409266,-99.178118,067.50
19.4089,-99.177375,067.50
19.408595,-99.176785,045.00
19.408889,-99.176958,157.50
19.409052,-99.177194,022.50
19.409056,-99.177191,022.50
19.409059,-99.177198,135.00
19.409284,-99.177601,157.50
19.409692,-99.178411,157.50
19.409948,-99.178981,157.50
